Pod,Season,Ep,Episode_ID,Film,Release_Date,Length,Length_minutes,Reviewer,Guest,MMM_Count,Thats_Great_Count,Notable_Moments,H_Flex,J_Flex,Kevs_Question,TildaH,TildaJason,TildaGuest,TildaCorey,Chuckle_Hut_Favorites,Show_Link,Artwork_Link,Letterboxd_Link,IMDB_Link
EH,8,214,214,The Chronicles of Riddick (2004),45557,0.08204861111111111,"=G226/TIME(0,0,60)",Space Monkey,Rosie Knight,26,2,Jason's former colleague Dustin becomes a Patron! ,N/A,N/A,What's the strangest place Dune has appeared in your life? ,Toombs,Lord Marshal,Thandie role,Dame Judi Dench role,,https://www.patreon.com/posts/chronicles-of-112335496,https://d2a9bkgsuxmqe2.cloudfront.net/staging/podcast_uploaded_episode400/5864738/5864738-1726707177634-42d4ffd6c901c.jpg,https://letterboxd.com/film/the-chronicles-of-riddick/,https://www.imdb.com/title/tt0296572/?ref_=ext_shr_lnk
EH,8,215,215,Manhunter (1986),45564,0.07798611111111112,"=G227/TIME(0,0,60)",birria,Dave Mandel,36,5,"Dave talks about how his work on Veep presaged the current political landscape in America - Democrats used to always reference West Wing, We are now in the Veep ascendency
- New format seems like it's working
- this is a very interesting movie that seems to get the Serial Killer thing right
- William Peterson should have had Richard Gere's career
- Dave says this is the better Hannibal Lecter (spicy take) ""This feels more scary than Hopkins' performance.""
- Duleck's Division - the moment the film finally shows Francis Dolarhyde is the midpoint of the movie
- Dave says this movie might have the greatest Fake Home Movies that lend to the reality of this movie
- Good Lizzen voicemail, she professed her love of the hedonistic TV series Hannibal
- Corey's son sent a voicemail where he impersonates Trump (played as a stinger after the episode)",N/A,N/A,What is your favorite fancy meal you have ever had? (Bonus points if there was human meat),Lecter,Joan Allen part,The Tiger (the correct answer) / or the Tooth Fairy / She'd be good in any part,Lang,,https://www.patreon.com/posts/manhunter-1986-112902593,https://d2a9bkgsuxmqe2.cloudfront.net/staging/podcast_uploaded_episode400/5864738/5864738-1727467273815-bd9334d29e082.jpg,https://letterboxd.com/film/manhunter/,https://www.imdb.com/title/tt0091474/
EH,8,216,216,Spider-Man: Into the Spider-Verse (2018),45572,0.0874537037037037,"=G228/TIME(0,0,60)",Space Monkey,Nicolas Anastassiou,27,7,"Jason and Haitch attended Hans Zimmer in concert with great acclaim. 
- Haitch is not exclusive to Jason and is, in fact, ""seeing other pods."" ",N/A,N/A,Is there another character who could carry a multiverse story like this? ,Aunt May,Doc Oc,Spider Man Noir,Doc Oc,,https://www.patreon.com/posts/spider-man-into-113545093,https://d2a9bkgsuxmqe2.cloudfront.net/staging/podcast_uploaded_episode400/5864738/5864738-1728315069009-b2e573129265a.jpg,https://letterboxd.com/film/spider-man-into-the-spider-verse/,https://www.imdb.com/title/tt4633694/?ref_=ext_shr_lnk
EH,8,217,217,Bullitt (1968),45578,0.06680555555555556,"=G229/TIME(0,0,60)",birria,Jonesy Loves Beer,19,9,"If Haitch was running for office, Jonesy would vote for the other guy
- ""Edging"" is really having a moment
- Jason wants to join Twin Vipers as the 4th Viper
- Jonesy has modeled his life after Bullitt
- Jonesy's Corner - comprehensive car talk section
- Notable Quotable - "" I do not choose to have people accuse me of false promises for the sake of cheap sensationalism, or to be compromised by your lieutenant. Castrate him."" ""Your world is so far from the one I know. What will happen to us in time? - Time starts now.""
- 6 Degrees of Dune - Emil Richards and Joe Corcaro were in the music department for the Lynch Dune
- Duleck's Division - the shake down of the Hotel Clerk. ""Am I helping you sir? - I never had it so good.""
- H sourced a VM from his neighbor to play during the episode ",Previously stated United Colors of Benetton phase,N/A,Did you have a turtleneck phase?,Old white haired assassin ,Jazz flautist in the coffee shop,Chalmers' body man,Eddy the informant,Yes. I love car talk/Jonesy's Corner -Hex,https://www.patreon.com/posts/bullitt-1968-113836170,https://d2a9bkgsuxmqe2.cloudfront.net/staging/podcast_uploaded_episode400/5864738/5864738-1728687937313-6433ad4d7fc82.jpg,https://letterboxd.com/film/bullitt/,https://www.imdb.com/title/tt0062765/?ref_=ext_shr_lnk
EH,8,218,218,Halloween (1978),45585,0.07020833333333333,"=G230/TIME(0,0,60)",birria,Meredith Borders,21,11,"Good Football talk around Friday Night Lights and the Texas Longhorns
- Duleck's Division - Pumpkin carving scene & irresponsible Babysitter scenes, comparison of levels of responsibility
- Good talk about how this film helped define horror movie tropes for tons of subsequent movies
- Jason says Michael Meyers is basically the Shark from Jaws
- Carpenter may be the Director the pod has covered the most
- Carpenter is iconic writing scores, as much as being an iconic director",Haitch finished Baldur's Gate,Jason invented a game for his kids - ,What are some Guilty Pleasures for you?,Michael,Loomis,Loomis / Or Michael Myers mask should be Tilda's face instead of Shatner's,Jason's Mask should be Tilda instead of Shatner,,https://www.patreon.com/posts/halloween-1978-114211528,https://d2a9bkgsuxmqe2.cloudfront.net/staging/podcast_uploaded_episode400/5864738/5864738-1729209239803-176a2d0006a36.jpg,https://letterboxd.com/film/halloween-1978/,https://www.imdb.com/title/tt0077651/?ref_=ext_shr_lnk
EH,8,219,219,Predator (1987),45592,0.0739699074074074,"=G231/TIME(0,0,60)",birria,Ryan Condal,22,12,"Ryan asked for some Escape Hatch merch
- Ryan bought the Bat Wing
- Ryan is DEEP in prep for House of the Dragon season 3 (It doesn't end)
- Ryan wants to wear a big fur coat for some Season 3 Behind the Scenes shoots
- Arnold movies the pod has already covered - Conan the Barbarian, Terminator, Running Man, Total Recall, Terminator 2.
- Ryan suggests that a popcorn bucket for House of the Dragon just looks like your mom's vagina
- Very efficient story structure. The only things you know about the Predator is shown, not told. And the last 3rd of the film is cinematic greatness
- Duleck's Division - Mac is mourning the loss of Jesse Ventura's character. A solemn pause before the final rush
",N/A,N/A,Do you all like to fly on The Choppa?,Blaine,Shane Black's character,Mac,Shane Black's character,,https://www.patreon.com/posts/predator-1987-114520125,https://d2a9bkgsuxmqe2.cloudfront.net/staging/podcast_uploaded_episode400/5864738/5864738-1729803178072-6a21856447c38.jpg,https://letterboxd.com/film/predator/,https://www.imdb.com/title/tt0093773/?ref_=ext_shr_lnk
EH,8,220,220,Twilight (2008),45599,0.10381944444444445,"=G232/TIME(0,0,60)",Jeth,Rosie Knight,66,2,Rosie has interviewed Catherine Hardwicke. She's been to Forks WA and the Twilight museum etc.,"Went door knocking in Reno in 2008, Obama showed up then Haitch took his daughter to see High School Musical 3",May or may not go to a Whitehouse event. He has a security clearance that Haitch doors not.,"How are you? (He also says ""Doo-doo"")",Mike (Creeper friend),James (Villain),Carlisle,N/A,Hoa Hoa song sung by Rosie with the edited song over it. - Jeth,https://www.patreon.com/posts/twilight-2008-115220197,https://d3t3ozftmdmh3i.cloudfront.net/staging/podcast_uploaded_episode400/5864738/5864738-1730555102788-adaf9d5199814.jpg,https://letterboxd.com/film/twilight-2008/,https://www.imdb.com/title/tt1099212/?ref_=ext_shr_lnk
EH,8,221,221,American Movie (1999),45606,0.07293981481481482,"=G233/TIME(0,0,60)",Space Monkey,dale_a,31,6,"Day before election day 2024
- Jason talks about his documentary idea for story about the college debate process for the second time
- Good Discord update from Pat
- Second documentary the Pod has covered (Jodorowsky's Dune was the first)
- Haitch says he is the Mark of this podcast. He recognizes himself in Mark
- Mike Shank is incredible in this film
- Corey has a signed copy of Coven movie on VHS",N/A,"Warcraft update - Druid at Item Level 616, and when the great vault opens tomorrow he will increase another level","Is there something in your world that needs a documentary? If so, what is it?",The Swedish Mom,The Swedish Mom,Tilda would narrate the film,Mike Shank,,https://www.patreon.com/posts/american-movie-115549249,https://d2a9bkgsuxmqe2.cloudfront.net/staging/podcast_uploaded_episode400/5864738/5864738-1730996537460-2e6eb9a703de6.jpg,https://letterboxd.com/film/american-movie/,https://www.imdb.com/title/tt0181288/?ref_=ext_shr_lnk
EH,8,222,222,Dr. Strangelove: Or How I Learned to Stop Worrying and Start Loving the Bomb (1964),45613,0.07666666666666666,"=G234/TIME(0,0,60)",birria,Glenn O Brown,29,4,Haitch shamelessly plugs his old band by playing a portion of a song by Henrietta's Lovers that featured a sound clip from Dr. Strangelove. ,N/A,N/A,Are you guys preppers? Do you have a bug-out bag?,As Peter Sellers (all 3 roles),Bat Guano,President Merkin Muffley,Alexi,,https://www.patreon.com/posts/dr-strangelove-i-116017409,https://d2a9bkgsuxmqe2.cloudfront.net/staging/podcast_uploaded_episode400/5864738/5864738-1731619493443-b553a4ef5605c.jpg,https://letterboxd.com/film/dr-strangelove-or-how-i-learned-to-stop-worrying-and-love-the-bomb/,https://www.imdb.com/title/tt0079945/?ref_=ext_shr_lnk
EH,8,223,223,Star Trek: The Motion Picture (1979),45620,0.09149305555555555,"=G235/TIME(0,0,60)",Space Monkey,Mark Altman,31,6,"Thanksgiving Talk
- Waldo084 joins the Discord
- Jason was not happy to watch the movie. 
- Great discussion with Mark on his documentary 1982: Greatest Geek Year Ever!
- Excellent Trek discussion - Mark is a phenomenal guest
- Pod-First - new Lizzen sounder! And an excellent Lizzen voicemail",Haitch is starting up the Turkey Bowl again (Flag football game),Jason is not allowed to play Flag Football any more,"If you could work with any artist on a bizarre postmodern record, who would it be, and why?",Bones or Spock,Alia,"Alien Boy (the Albino Guy), or one of the crew members on Epsilon Nine",Decker,,https://www.patreon.com/posts/star-trek-motion-116486151,https://d2a9bkgsuxmqe2.cloudfront.net/staging/podcast_uploaded_episode400/5864738/5864738-1732252279693-e1917aed67077.jpg,https://letterboxd.com/film/star-trek-the-motion-picture/,https://www.imdb.com/title/tt0057012/?ref_=ext_shr_lnk
EH,8,224,224,Colossus: The Forbin Project (1970),45634,0.08328703703703703,"=G236/TIME(0,0,60)",birria,Tom Coates,24,4,"Good talk with Tom about the state of social media - BlueSky/X/Threads/Mastodon
- Jason calls Tom the ""Podcast Guest MVP""
- The guys aren't sold on Dune Prophecy
- One of the Hardest To get To films in the Escape Hatch canon - ""It's the kind of film someone in a dark bar late at night leans over and says 'Do you want some of the good shit?'""
- Such a prescient film related to Machine Learning. Seems like the film keeps becoming more relevant to our world. 
- Film is also very much OF it's time - the Vermouth, sex scenes, etc. The middle section of the film turns into a French Sex Farce. 
- Haitch (inevitably) takes the ""Is Colossus So Bad?"" stance
- Great voicemail from Silly running down the Evil AI Power Rankings (ranked by body count)",Haitch moved to Blue Sky / Haitch finished Peaky Blinders,N/A,What productivity apps do you all use? How do you keep track of things to get shit done?,Forbin,Colossus,Colossus,The Ghost to Tom Coates' Demi Moore while he is making pots,,https://www.patreon.com/posts/colossus-forbin-117394665,https://d2a9bkgsuxmqe2.cloudfront.net/staging/podcast_uploaded_episode400/5864738/5864738-1733437266524-8afc2a658c816.jpg,https://letterboxd.com/film/colossus-the-forbin-project/,https://www.imdb.com/title/tt0064177/?ref_=ext_shr_lnk
EH,8,225,225,The Lord of the Rings: The Fellowship of the Ring (2001),45641,0.09178240740740741,"=G237/TIME(0,0,60)",birria,Joanna Robinson,30,7,"In the UnCut, Haitch did about an hour of commentary over the end of Return of the King
- New Patron Secret Chimp
- Jason previously claimed that the Dark Crystal legendarium was greater than the Tolkien legendarium. That take was probably too spicy.
- How was Peter Jackson able to achieve this? Good discussion here
- Haitch - ""Is this film the pinnacle of human achievement in Art?""
- the pod imagines Hobbits playing Cornhole at Bilbo's Birthday
- Great Lizzen voicemail about Galadriel
- Kev hums the LOTR theme during his voicemail","Haitch rented the animated LOTR for his ""Christian Bar Mitzvah"" - this got some discussion",N/A,Are there geeky things that took you awhile to come around to loving when you were younger?,Celeborn,Celeborn,Galadriel / Celeborn / Legolas,Gandalf,,https://www.patreon.com/posts/lord-of-rings-of-117992909,https://d2a9bkgsuxmqe2.cloudfront.net/staging/podcast_uploaded_episode400/5864738/5864738-1734228682624-b07ec89e033ee.jpg,https://letterboxd.com/film/the-lord-of-the-rings-the-fellowship-of-the-ring/,https://www.imdb.com/title/tt0120737/?ref_=ext_shr_lnk
EH,8,226,226,Kiss Kiss Bang Bang (2005),45648,0.06027777777777778,"=G238/TIME(0,0,60)",Space Monkey,Dave Mandel,17,N/A,Haitch's brother Reed becomes a Patron. Yirmummah joins the Discord! ,N/A,N/A,Which celebrity needs to make an album? ,Agrees with guest,N/A,Harlan Dexter (Corbin Bernsen role),Fish head sucking bear from the beer commercials,,https://www.patreon.com/posts/kiss-kiss-bang-118257878,https://d2a9bkgsuxmqe2.cloudfront.net/staging/podcast_uploaded_episode400/5864738/5864738-1734572228532-77843b2e971d9.jpg,https://letterboxd.com/film/kiss-kiss-bang-bang-2005/,https://www.imdb.com/title/tt0373469/?ref_=ext_shr_lnk
EH,8,227,227,Mailbag (2024),45655,0.05348379629629629,"=G239/TIME(0,0,60)",Hex,None,8,0,"Rustysurfer's personal letter 
- the We love Kev song
- After the Beep with lots of letters and voicemails",N/A,N/A,What are your New Year's resolutions,N/A,(as H in the future of the podcast),N/A,N/A,Hex,https://www.patreon.com/posts/mail-bag-2024-118752938,https://d2a9bkgsuxmqe2.cloudfront.net/staging/podcast_uploaded_episode400/5864738/5864738-1735281262094-b9c6a61653688.jpg
EH,8,228,228,Best of Escape Hatch: The Matrix (1999),45662,0.10133101851851851,"=G240/TIME(0,0,60)",birria,Hoon Lee,0,0,"Engineers voted this as the Best-Of episode
Notes on the new intro:
- Jason just back from Aulani in Hawaii
- This episode is the best ep in the Pod catalogue as picked by Engineers - even among a list of bangers
- Episode was from the Dune Pod days, released in April of 2023
- Hoon Lee is simply a revelation on his first pod appearance
- Great philosophy talk among the film discussion",N/A,N/A,N/A,N/A,N/A,N/A,N/A,,https://www.patreon.com/posts/best-of-escape-119044792,https://d2a9bkgsuxmqe2.cloudfront.net/staging/podcast_uploaded_episode400/5864738/5864738-1736126661220-451fae82a9622.jpg,https://letterboxd.com/film/the-matrix/,https://www.imdb.com/title/tt0133093/?ref_=fn_all_ttl_1
EH,7,229,229,The Warriors (1979),45668,0.08868055555555555,"=G241/TIME(0,0,60)",birria,Dave Itzkoff,32,7,"Haitch upset that Dune Pt 2 isn't getting award nominations, to which Jason declares that H is very easy to troll
- Another installment of the Itzkoff NYC 1970s Movie Tour
- Tom Holland/Zendaya Engaged - 'Yes, my Spider Lord""
- Jason's Hawaii trip, and a photo of his feet, unleashed a new era in the Discord - ALL FOOT STUFF
- Haitch did not take the whole Foot thing well - ""I did not start this podcast to collect Feet pics.""
- Itzkoff - ""Let a thousand toes bloom!""
- Itzkoff is a great guest to talk NYC in the 70s
- First time Email from Hillary M who suggested some great movies for the pod
- First time Voicemail from Juan (Animal Mother), and it's a phenomenal start",N/A,N/A,What is the Escape Hatch/Warriors Gang Name and Uniform? The Middle Aged Dads or The Engineers,N/A,Swan,Cyrus - Can You Dig It,Tilda should play Tilda Swinton in a new gang called The Tildas / or Rembrandt,,https://www.patreon.com/posts/warriors-1979-119820685,https://d2a9bkgsuxmqe2.cloudfront.net/staging/podcast_uploaded_episode400/5864738/5864738-1736655562235-bafa3b1edbf45.jpg,https://letterboxd.com/film/the-warriors/,https://www.imdb.com/title/tt0080120/?ref_=ext_shr_lnk
EH,7,230,230,Burn After Reading (2008),45674,0.06800925925925926,"=G242/TIME(0,0,60)",birria,Devindra Hardawar,18,13,"Part One of our Tilda Double-Header
- Devindra notes that this movie from 2008 was a direct response to living through 8 years under GW Bush 
- Because of that, the movie has aged really well as our country has gotten dumber
- Malkovich is phenomenal in this film, McDormand is great, this is Peak Clooney
- Brad Pitt - Also Peak Pitt. His Chad character is perfectly idiotic. 
- Letters - Animal Mother, Truthsayer, Kev and Corey",N/A,N/A,What was the least helpful lesson you ever learned?,Ozzy,Palmer at the CIA,Chad (The Brad Pitt role),swap Tilda and Clooney,,https://www.patreon.com/posts/burn-after-120211197,https://d2a9bkgsuxmqe2.cloudfront.net/staging/podcast_uploaded_episode400/5864738/5864738-1737141605385-1dd7fa972f2af.jpg,https://letterboxd.com/film/burn-after-reading/,https://www.imdb.com/title/tt0887883/?ref_=ext_shr_lnk
EH,8,231,231,Constantine (2005),45683,0.07571759259259259,"=G243/TIME(0,0,60)",birria,Rosie Knight,19,10,"Part 2 of our Tilda Double-Header
- World of Warcraft servers go down, and LA Fires updates - Basically the same thing. 
- Nazi salute at the Inauguration
- Initial impressions of Hosts and Rosie were that this was not a great Constantine movie (in relation to the comics), but this is a GREAT Tilda Swinton film
- Rosie is the perfect guest to talk about the history of Constantine in Comics
- Rosie says the best thing about Nosferatu and Babygirl is that the movies are creating a new generation of ""Monster Fuckers""
- Talk about Tilda's Glorious Feet
- Jason - this movie is probably 3.5 stars, but the last 20 minutes are Fire, mostly due to Tilda and Peter Stormare
- Jason talking about seeing Tilda's art instalation at the Met where she slept in a glass box, where he saw Michael Stipe weeping
- Letters - BogPod, MrJava, Great VM from Lizzen on Angels, Animal Mother on David Lynch, Truthsayer, Kev and Corey",N/A,N/A,What would it take to get you back into Comics and go to Comics Store?,Constantine,Tilda does a 1 man show of Constantine,Constantine and Gabriel,Balthazar,,https://www.patreon.com/posts/constantine-2005-120770283,https://d2a9bkgsuxmqe2.cloudfront.net/staging/podcast_uploaded_episode400/5864738/5864738-1737832595569-c327843811d44.jpg,https://letterboxd.com/film/constantine/,https://www.imdb.com/title/tt0360486/?ref_=ext_shr_lnk
EH,8,232,232,Tinker Tailor Soldier Spy (2011),45690,0.09391203703703704,"=G244/TIME(0,0,60)",birria,Ben Rhodes,38,21,"Jason and Ben reminisce about the Obama Trip to go open Cuba
- Where will the next American resistance come from?
- Ben was National Security Advisor under Obama when he saw this movie for the first time
- Ben is the perfect guest for this due to his familiarity with this world
- Ben suggests Casablanca for his next Escape Hatch episode
- Letters - Lizzen, Mr. Java, Animal Mother, Truthsayer, Kev, Corey",N/A,N/A,What's the biggest drop off in quality from one move to another for a director?,Smiley,Smiley,Control,Smiley - but Corey thought the movie was BORING,,https://www.patreon.com/posts/tinker-tailor-121144531,https://d2a9bkgsuxmqe2.cloudfront.net/staging/podcast_uploaded_episode400/5864738/5864738-1738275815914-9b9f78382caff.jpg,https://letterboxd.com/film/tinker-tailor-soldier-spy/,https://www.imdb.com/title/tt1340800/?ref_=ext_shr_lnk
EH,8,233,233,The Godfather (1972),45697,0.08045138888888889,"=G245/TIME(0,0,60)",birria,Tommy Vietor,42,11,"Haitch just got back from Paper Keg Lake House trip - lots of Wrestling stuff
- Tommy and the guys talk the state of America (Bleak)
- Tommy connects the current leadership of America to the Corleones in this movie
- Does this 3 hour movie still work with all of our broken Tik-Tok brains? ""Yes"" says Tommy
- Great ensemble in this film, and the guys think Brando might be the weak link
- Pacino is great in this movie. Good to have some great understated performances before he turns into the ""She had a GREAT ASS"" actor.
- Sicily looked great in this movie - why did Michael come back?
- Dulick's Division - The killing of Solazzo which is where Michael makes his big choice to be with the Family
- This is a good Dudes Talking About A Dude Movie episode
- Letters - Lizzen (Lizzen is Risen), Mr Java, Animal Mother (What's up with Mobsters and Oranges?), Truthsayer, Kev, Corey","Haitch is going to read 20,000 Leagues Under The Sea with Sam",Jason reading The Lion Witch and the Wardrobe with Griffin,What is your favorite Italian food?,Fredo,Solazzo,Connie or Sandra,Mo Green,,https://www.patreon.com/posts/godfather-1972-121760183,https://d2a9bkgsuxmqe2.cloudfront.net/staging/podcast_uploaded_episode400/5864738/5864738-1738973886922-8a418a33ab20f.jpg,https://letterboxd.com/film/the-godfather/,https://www.imdb.com/title/tt0068646/?ref_=ext_shr_lnk
EH,8,234,234,2 Fast 2 Furious (2003),45704,0.07236111111111111,"=G246/TIME(0,0,60)",Hex,Astead Herndon,21,7,"J did not know that Eva Mendes is married to Ryan Gosling 
- Good stories about Astead's podcast The Runup about the runup to the elections
- Ashtead with great stories about how he and his friends bonded over this movie
- This is Tyreese's movie
- Ashtead tells some stories about Tyrese and his political involvement
- Letters - Lizzen (Dune 3, Messiah Drift), Animal Mother, Truthsayer, BogPod, Kev, Corey",N/A,He's is producing musicals at home for an audience of one: Juni,Could you pitch a Dune sequel with a major character removed that would still fit in with the story as a whole.,The rat,Verone,"O'Connor, Billiken, or Agent Markham",Ludacris' role,,https://www.patreon.com/posts/2-fast-2-furious-122159816,https://d2a9bkgsuxmqe2.cloudfront.net/staging/podcast_uploaded_episode400/5864738/5864738-1739410262402-a3525e4293c11.jpg,https://letterboxd.com/film/2-fast-2-furious/,https://www.imdb.com/title/tt0322259/?ref_=ext_shr_lnk
EH,8,235,235,Best of Escape Hatch: Galaxy Quest (1999),45709,0.10795138888888889,"=G247/TIME(0,0,60)",birria,Tom Coates,0,0,"Engineers voted this as the Best-Of episode
Notes on the new intro:
- Haitch talks about his upcoming Tennis matches
- This episode was selected because of the Movie (of course) and the guest (Coates is phenomenal)
- Original release was November of 2022 when it was still Dune Pod
- Haitch was just coming back from The Hoffman Process",N/A,N/A,N/A,N/A,N/A,N/A,N/A,,https://www.patreon.com/posts/best-of-escape-122293210,https://d2a9bkgsuxmqe2.cloudfront.net/staging/podcast_uploaded_episode400/5864738/5864738-1739561461204-f1d025c00bd87.jpg,https://letterboxd.com/film/galaxy-quest/,https://www.imdb.com/title/tt0177789/?ref_=ext_shr_lnk
EH,8,236,236,King of New York (1990),45718,0.07324074074074075,"=G248/TIME(0,0,60)",birria,Corey,26,7,"Ski Week talk
- Andor Trailer talk (Corey is going to cave to pressure and watch Andor). Jason ""My body responded before my brain did.""
- Haitch proposes an Andor Watch Party get-together. Jason - ""Come over to H's house, inject each other with Manjaro...""
- Timothee Chalamet wins at Screen Actors Guild awards - 'My intention is to become one of the Greats.""
- Corey rescued Escape Hatch Discord friend Paul when he had an emergency in Austin. Nice community moment. 
- Packed cast in this film - Buscemi, Giancarlo Esposito, Snipes, David Caruso
- Laurence Fishburne firing on all cylinders
- Frank White's Hot Female Bodyguards were awesome
- Walken operating at full power here - Fun to see him before he became a meme
- Letters - Mr Java, Animal Mother, Truthsayer, Kev",Haitch got whipped in doubles tennis. He is considering snitching to the league,N/A,What are some of your favorite TV classics? Favorite movies from when you had to watch on TV with Commercials?,Bishop or Caruso role,Frank White,Corey is the guest,Jimmy Jump,,https://www.patreon.com/posts/king-of-new-york-123283920,https://d2a9bkgsuxmqe2.cloudfront.net/staging/podcast_uploaded_episode400/5864738/5864738-1740721878928-cc36834b2153.jpg,https://letterboxd.com/film/king-of-new-york/,https://www.imdb.com/title/tt0099939/?ref_=ext_shr_lnk
EH,8,237,237,Dragonslayer (1981),45725,0.06869212962962963,"=G249/TIME(0,0,60)",Hex,Jonesy Loves Beer,19,3,"JLB Called in off the bench when Lucasfilm's Nicolas Anastassiou had to back out
- Haitch got smoked in his Tennis league again. Maybe it's an Haitch problem, not a league problem. Jonesy suggests Haitch try amphetamines
- Talk about Daredevil season 2, and Severance season 2
- Haitch - this was one of the most important movies of my childhood
- How did a PG Disney movie have both Bewbs and Beans-n-Franks?
- The dragon in this film is among the best that's ever been on screen - go-motion was developed for these Dragon shots
- George RR Martin steals a ton from this movie (You HACK)
- Peter MacNicol is not great in this film
- Letters - BogPod, Mr Java, Animal Mother, Truthsayer, Kev, Corey",Haitch mentions that he was free to go get steaks last night with Jason,Jason had the best steak of his life last night,Is the Academy ready for Dune: Messiah? Are we as a culture ready for face dancing? How are we feeling going into the future as production of the third film begins?,The King,The Dragon,Also the Dragon but now I'll have to change it to the dragon babies,Galen,Jonesy is definitely a favorite ,https://www.patreon.com/posts/dragonslayer-123735728,https://d2a9bkgsuxmqe2.cloudfront.net/staging/podcast_uploaded_episode400/5864738/5864738-1741220421556-aa51a2d0c8817.jpg,http://letterboxd.com/film/dragonslayer/,https://www.imdb.com/title/tt0082288/?ref_=ext_shr_lnk
EH,8,238,238,The French Connection (1971),45732,0.0692013888888889,"=G250/TIME(0,0,60)",birria,Peter Kafka,26,7,"SXSW Recap with Peter - talk about Twitch and WOW stuff
- Jason riffs on Gamer Gate's impact on American Politics
- Andor Sneak Peek talk
- French Connection must have been such a departure from how movies had depicted NYC, the Cops, the drug trade, etc
- Hackman - great in this film, a ""True American Icon"" (first lead actor role and it won the Oscar)
- Recent prestige TV has made this kind of movie more palatable for modern audiences - we are more familiar with Anti Heroes and Pacing found here
- Michael Mann must have pulled a TON of inspiration from this film
- The car chase in this one is deservedly regarded as iconic - voicemail from Jonesy Loves Beer
- Peter - I don't want to live in 1971 NYC, but there's plenty of things about that time and place that are appealing
- Letters - Animal Mother, Mr Java (with a new sounder and an incredible Heroin song by Lumiere from Beauty and the Beast), Truthsayer, Kev, Corey",N/A,Jason won the Vassar College debate contest in the 90s / CNN documentary Breaking the Bird is out featuring our boy J,"What's a place, local to you, that would make a great scene in a movie?",Mulderig,Frog 1 (French Guy 1),The Drug Tester,Popeye Doyle,,https://www.patreon.com/posts/french-1971-124312452,https://d2a9bkgsuxmqe2.cloudfront.net/staging/podcast_uploaded_episode400/5864738/5864738-1741905428601-39817dfc00599.jpg,https://letterboxd.com/film/the-french-connection/,https://www.imdb.com/title/tt0067116/?ref_=ext_shr_lnk
EH,8,239,239,BONUS: Andor Season 1 Rewatch Episodes 1-3 - Ferrix Hammers (2022),45734,0.03232638888888889,"=G251/TIME(0,0,60)",birria,None,9,2,"The guys surprised us with a new series of eps talking about Andor ahead of Season 2. One Pod for each 3-episode arc
- Andor Good - Maybe the last great thing that exists
- This is the most important Star Wars property since 1977 (Jason)
- Great talk about the Production Design - The Chernobyl roots in this are very strong - This series turns Star Wars into a real place
- No Letters",N/A,N/A,N/A,N/A,N/A,N/A,N/A,,https://www.patreon.com/posts/bonus-andor-1-1-124672877,https://d2a9bkgsuxmqe2.cloudfront.net/staging/podcast_uploaded_episode400/5864738/5864738-1742344778841-526a802aecaff.jpg,,https://www.imdb.com/title/tt9253284/?ref_=ext_shr_lnk
EH,8,240,240,Repo Man (1984),45739,0.06825231481481482,"=G252/TIME(0,0,60)",birria,Lorelei David,22,4,"Lorelei talks about her work on Star Wars: Skeleton Crew
- Lorelai and Jason both dated Libertarians in college
- This movie came out in 1984 the same year as Terminator and Ghostbusters, and the effects look way worse but this is intentional for the vibe of the movie 
- The soundtrack is great, and caused the film to get a second life
- Harry Dean Stanton makes this movie
- CS Lewis and TS Eliot talk at the end of the episode
- Letters - Mr Java  (on his 50th birthday), Animal Mother, Truthsayer, Kev, Corey",Haitch says he has now been podcasting for 1/11th of his life,Jason says and in the time podcasting things have steadily gotten worse,What are your favorite brands?,Bud,Parnell,Frank Parnell or Rogers with the metal hand,Miller,,http://patreon.com/posts/repo-man-1984-124812984,https://d2a9bkgsuxmqe2.cloudfront.net/staging/podcast_uploaded_episode400/5864738/5864738-1742505976415-b01ff305dd35b.jpg,https://letterboxd.com/film/repo-man/,https://www.imdb.com/title/tt0087995/?ref_=ext_shr_lnk
EH,8,241,241,BONUS: Andor Season 1 Rewatch Episodes 4-6: The Eye (2022),45741,0.043854166666666666,"=G253/TIME(0,0,60)",birria,None,12,11,"2nd Bonus Ep for Andor S1
- Jason rewatched S1 on his phone, the way Tony Gilroy intended
- The first 3 eps (Ferrix Hammers) were great, but these 3 really up the stakes
- This show is about sacrifice - what are you willing to sacrifice to achieve the downfall of the empire? Luthen's pitch to Andor is so well-written
- The Coruscant characters introduced in this arc - Syril's Mom, Mon Mothma, Diedre and the other ISB officers - are all incredible
- Aldani - Ebon Moss-Bachrach is transcendent in this arc as Skeen - ""The Axe forgets but the Tree remembers"" and ""Trees. Pepper trees, centuries of them""
- Nemek - the manifesto is so resonant right now
- We know the Empire is bad, but we haven't really seen the full impact of Imperial Tyranny until this show. 
- Incredible how they make a single tie fighter seem SO menacing. Proper contextualization of how dangerous these are",N/A,N/A,N/A,N/A,N/A,N/A,N/A,,https://www.patreon.com/posts/bonus-andor-1-4-124984835,https://d2a9bkgsuxmqe2.cloudfront.net/staging/podcast_uploaded_episode400/5864738/5864738-1742739901170-d6016aa5fce9c.jpg,,https://www.imdb.com/title/tt9253284/?ref_=ext_shr_lnk
